id,question,value,milliseconds,created,nquestions,expert_id,object_id
3988,Amphibian,false,1372,2017-03-10 11:53:33.757742+00,2,15,475
3989,Amphibian,false,2365,2017-03-10 11:53:36.94522+00,4,15,285
3990,Bird,false,1345,2017-03-10 11:53:39.157951+00,4,15,11
3991,Bird,false,1056,2017-03-10 11:53:40.979504+00,4,15,431
3992,Mammal,false,5787,2017-03-10 11:53:47.530313+00,4,15,11
3993,Bird,false,1198,2017-03-10 11:53:49.354147+00,3,15,457
3994,Amphibian,false,7155,2017-03-10 11:53:57.494213+00,4,15,162
3995,Bird,false,2355,2017-03-10 11:54:00.777009+00,4,15,295
3996,Bird,false,2279,2017-03-10 11:54:04.047491+00,4,15,285
3997,Bird,false,18469,2017-03-10 11:54:23.274384+00,2,15,475
3998,Mammal,true,1453,2017-03-10 11:54:25.523847+00,4,15,295
3999,Amphibian,false,1504,2017-03-10 11:54:28.306+00,3,15,392
4000,Reptil,false,1615,2017-03-10 11:54:30.719616+00,1,15,355
4001,Amphibian,false,1352,2017-03-10 11:54:32.875535+00,2,15,376
4002,Amphibian,false,1488,2017-03-10 11:54:35.159011+00,4,15,384
7601,Mammal,true,2626,2017-03-22 00:12:14.204942+00,4,14,74
9685,Reptil,false,1100,2017-03-25 20:21:09.837949+00,3,10,577
4003,Mammal,false,1657,2017-03-10 11:54:37.676969+00,4,15,285
4005,Reptil,false,2691,2017-03-10 11:54:56.300013+00,3,15,6
4007,Amphibian,false,394,2017-03-10 11:54:59.79825+00,3,15,325
4009,Reptil,false,2241,2017-03-10 11:55:05.144663+00,3,15,425
4010,Bird,false,2049,2017-03-10 11:55:08.002718+00,1,15,77
7602,Bird,false,2020,2017-03-22 01:03:23.132605+00,4,14,175
7604,Mammal,true,1223,2017-03-22 01:03:32.114654+00,4,14,453
7607,Amphibian,false,10763,2017-03-22 01:04:14.473754+00,1,14,77
7608,Bird,false,1267,2017-03-22 01:04:18.321618+00,4,14,312
7609,Reptil,false,1730,2017-03-22 01:04:23.15813+00,4,14,527
7610,Mammal,true,2656,2017-03-22 01:04:35.571576+00,4,14,312
7612,Mammal,true,1663,2017-03-22 01:04:43.573517+00,3,14,446
7614,Amphibian,false,1657,2017-03-22 01:04:51.485642+00,1,14,183
7615,Reptil,false,1568,2017-03-22 01:04:55.491544+00,3,14,530
7616,Amphibian,false,3236,2017-03-22 01:05:01.330972+00,1,14,476
7621,Reptil,false,1644,2017-03-22 01:05:49.988134+00,4,14,282
7622,Mammal,false,3558,2017-03-22 01:05:57.771709+00,1,14,331
7625,Mammal,false,2754,2017-03-22 01:06:20.953787+00,2,14,240
7626,Mammal,true,1787,2017-03-22 01:06:28.409484+00,3,14,320
7627,Mammal,false,3461,2017-03-22 01:06:36.864477+00,3,14,207
7632,Reptil,false,2479,2017-03-22 01:07:02.996387+00,4,14,50
7633,Reptil,false,5353,2017-03-22 01:07:10.818345+00,4,14,168
7634,Reptil,false,2012,2017-03-22 01:07:23.660912+00,2,14,244
7635,Reptil,false,2068,2017-03-22 01:07:28.031593+00,3,14,320
7636,Bird,true,2001,2017-03-22 01:07:34.160086+00,3,14,357
7638,Mammal,true,1320,2017-03-22 01:07:51.258718+00,4,14,175
7640,Reptil,false,2745,2017-03-22 01:08:06.883183+00,3,14,560
7641,Reptil,false,1154,2017-03-22 01:08:10.988736+00,3,14,258
7668,Reptil,false,1631,2017-03-22 11:46:19.304538+00,1,14,355
7670,Reptil,false,1899,2017-03-22 11:46:42.70045+00,3,14,107
7671,Mammal,true,1605,2017-03-22 11:46:51.148282+00,4,14,385
7673,Reptil,false,4144,2017-03-22 11:47:05.095839+00,4,14,175
7674,Amphibian,false,1939,2017-03-22 11:47:09.557918+00,1,14,162
7678,Mammal,true,4468,2017-03-22 11:47:37.689649+00,2,14,90
7684,Bird,true,2247,2017-03-22 11:48:10.854352+00,4,14,504
7686,Reptil,false,3852,2017-03-22 11:48:22.428528+00,2,14,419
7687,Reptil,false,1269,2017-03-22 11:48:25.975542+00,4,14,491
7690,Reptil,false,2292,2017-03-22 11:51:05.79583+00,3,14,209
7691,Bird,false,1306,2017-03-22 11:51:09.723345+00,2,14,339
7694,Mammal,false,1478,2017-03-22 11:51:21.468002+00,4,14,504
7695,Bird,false,1144,2017-03-22 11:51:24.828277+00,1,14,431
7697,Reptil,false,1617,2017-03-22 11:51:33.987011+00,4,14,74
7698,Amphibian,false,2784,2017-03-22 11:51:39.45678+00,1,14,448
7700,Amphibian,false,1265,2017-03-22 11:51:52.721313+00,1,14,43
7701,Reptil,false,2861,2017-03-22 11:52:04.276393+00,4,14,201
7705,Reptil,false,1975,2017-03-22 11:52:21.931943+00,4,14,458
7706,Amphibian,true,1688,2017-03-22 11:52:25.891975+00,3,14,174
7708,Reptil,false,1391,2017-03-22 11:52:35.189083+00,3,14,299
7709,Reptil,false,9039,2017-03-22 11:52:53.633772+00,1,14,150
7712,Bird,true,5976,2017-03-22 11:53:12.039731+00,3,14,352
7713,Bird,false,2066,2017-03-22 11:53:22.913855+00,3,14,174
7714,Bird,true,1619,2017-03-22 11:53:26.978078+00,2,14,156
7715,Reptil,false,1196,2017-03-22 11:53:31.221003+00,1,14,52
7716,Reptil,false,1645,2017-03-22 11:53:40.452885+00,4,14,504
7718,Mammal,false,1274,2017-03-22 11:53:58.207403+00,1,14,559
7719,Bird,false,1205,2017-03-22 11:54:01.748292+00,1,14,368
7720,Reptil,false,1670,2017-03-22 11:54:05.72205+00,3,14,588
7721,Mammal,false,1570,2017-03-22 11:54:10.608468+00,2,14,498
7786,Amphibian,false,3680,2017-03-23 13:31:59.285651+00,2,2,482
7788,Bird,true,5162,2017-03-23 15:55:29.079888+00,1,23,207
7789,Amphibian,false,6464,2017-03-23 15:55:35.981939+00,4,23,186
7790,Amphibian,false,1663,2017-03-23 15:55:38.019682+00,3,23,83
7791,Amphibian,true,2165,2017-03-23 15:55:40.701605+00,3,23,425
7794,Amphibian,false,4545,2017-03-23 15:55:58.927305+00,4,23,188
7797,Amphibian,true,6087,2017-03-23 19:38:27.672278+00,3,4,50
7798,Reptil,false,3727,2017-03-23 19:38:33.15537+00,1,4,12
7799,Amphibian,false,2672,2017-03-23 19:38:37.603753+00,4,4,463
7800,Reptil,false,2159,2017-03-23 19:38:40.992528+00,1,4,506
7802,Bird,false,3136,2017-03-23 19:39:05.494949+00,1,4,379
7803,Amphibian,true,16499,2017-03-23 19:39:23.608434+00,4,4,157
7813,Bird,true,6779,2017-03-23 19:40:24.86668+00,4,4,463
7817,Amphibian,false,2440,2017-03-23 19:41:06.78513+00,3,4,443
7820,Amphibian,false,11939,2017-03-23 19:41:32.551838+00,2,4,565
7822,Amphibian,false,4344,2017-03-23 19:41:56.653632+00,4,4,10
7827,Amphibian,false,9920,2017-03-23 19:42:30.298713+00,4,4,548
7828,Amphibian,true,24475,2017-03-23 19:42:56.161969+00,4,4,7
7829,Mammal,true,1451,2017-03-23 19:42:59.11683+00,2,4,565
7830,Reptil,false,1330,2017-03-23 19:43:02.790348+00,3,4,50
7832,Bird,false,1746,2017-03-23 19:43:09.370912+00,4,4,403
7834,Mammal,false,4472,2017-03-23 19:43:26.676139+00,4,4,463
7835,Amphibian,false,1984,2017-03-23 19:43:31.591849+00,4,4,402
7836,Amphibian,true,18321,2017-03-23 19:43:51.753407+00,4,4,349
7837,Amphibian,false,2705,2017-03-23 19:43:56.700281+00,4,4,523
7838,Mammal,false,4147,2017-03-23 19:44:02.270215+00,4,4,409
9687,Amphibian,false,54,2017-03-25 20:21:11.835008+00,4,26,360
9688,Amphibian,false,1957,2017-03-25 20:21:13.458619+00,1,10,20
9689,Amphibian,false,4271,2017-03-25 20:21:20.02714+00,1,10,418
9691,Amphibian,false,2494,2017-03-25 20:21:24.485051+00,3,26,124
9693,Mammal,true,1179,2017-03-25 20:21:28.430587+00,4,10,245
9695,Mammal,true,2353,2017-03-25 20:21:33.812102+00,3,10,88
9697,Amphibian,true,4848,2017-03-25 20:21:37.919976+00,4,26,115
9699,Amphibian,false,1487,2017-03-25 20:21:41.516606+00,3,10,167
9702,Mammal,true,3571,2017-03-25 20:21:48.906037+00,2,26,418
9703,Amphibian,false,1771,2017-03-25 20:21:50.597401+00,4,10,51
9705,Amphibian,false,1636,2017-03-25 20:21:55.128129+00,3,10,411
9707,Bird,false,1900,2017-03-25 20:21:59.124549+00,4,10,51
9710,Mammal,true,3998,2017-03-25 20:22:03.962257+00,3,26,98
9711,Bird,false,1323,2017-03-25 20:22:05.531137+00,4,10,170
4004,Bird,false,14032,2017-03-10 11:54:52.713887+00,1,15,263
4006,Amphibian,false,1457,2017-03-10 11:54:58.595221+00,3,15,289
4008,Mammal,true,1399,2017-03-10 11:55:02.050464+00,4,15,491
4011,Reptil,true,1537,2017-03-10 11:55:10.386207+00,4,15,20
4012,Reptil,false,5637,2017-03-10 11:55:16.833275+00,2,15,174
4013,Amphibian,false,1490,2017-03-10 11:55:19.160484+00,4,15,544
4014,Amphibian,true,2620,2017-03-10 11:55:22.631518+00,2,15,539
4015,Bird,false,1627,2017-03-10 11:55:25.758335+00,4,15,384
4016,Mammal,true,1965,2017-03-10 11:55:28.63327+00,4,15,440
4017,Reptil,false,2110,2017-03-10 11:55:31.876082+00,4,15,491
4018,Bird,false,1984,2017-03-10 11:55:34.992509+00,2,15,414
4019,Amphibian,true,480658,2017-03-10 13:21:31.425504+00,4,17,236
4020,Mammal,false,2861,2017-03-10 13:21:34.862726+00,2,17,196
4021,Amphibian,false,2989,2017-03-10 13:21:38.396973+00,2,17,219
4022,Amphibian,false,2993,2017-03-10 13:21:41.983316+00,4,17,200
4023,Amphibian,false,2392,2017-03-10 13:21:44.920773+00,3,17,324
4024,Amphibian,false,2252,2017-03-10 13:21:47.759459+00,4,17,161
4025,Reptil,false,1986,2017-03-10 13:21:50.349672+00,2,17,196
4026,Amphibian,false,1042,2017-03-10 13:21:52.141215+00,2,17,579
4027,Amphibian,false,1120,2017-03-10 17:01:46.216805+00,4,2,321
4028,Bird,true,868,2017-03-10 17:01:48.278366+00,3,2,500
4029,Reptil,false,1437,2017-03-10 17:01:51.084593+00,4,2,443
4030,Amphibian,false,1127,2017-03-10 17:01:53.798424+00,3,2,407
4031,Amphibian,false,929,2017-03-10 17:01:55.929698+00,3,2,574
4032,Reptil,false,1497,2017-03-10 17:01:59.009146+00,4,2,374
4033,Mammal,true,992,2017-03-10 17:02:01.018971+00,3,2,302
4034,Bird,false,887,2017-03-10 17:02:03.081079+00,4,2,321
4035,Mammal,true,1194,2017-03-10 17:02:05.874137+00,3,2,574
4036,Reptil,false,897,2017-03-10 17:02:07.899256+00,3,2,574
4037,Amphibian,false,1048,2017-03-10 17:02:11.154385+00,3,2,568
4038,Mammal,true,1656,2017-03-10 17:02:22.70753+00,3,2,208
4039,Bird,false,6748,2017-03-11 16:50:36.968612+00,3,17,455
4040,Amphibian,true,25283,2017-03-11 16:51:14.705878+00,4,17,367
4041,Amphibian,true,11014,2017-03-11 16:51:26.512786+00,3,17,115
4042,Amphibian,false,3320,2017-03-11 16:51:30.779024+00,4,17,352
4043,Amphibian,false,23207,2017-03-11 16:51:54.653723+00,4,17,524
4044,Bird,false,3931,2017-03-11 16:51:59.471513+00,4,17,200
4045,Reptil,false,13109,2017-03-11 16:52:13.23089+00,1,17,401
4046,Bird,false,3014,2017-03-11 16:52:16.844278+00,4,17,524
4047,Reptil,false,2852,2017-03-11 16:52:20.266668+00,1,17,12
4048,Mammal,false,9554,2017-03-11 16:52:33.815494+00,2,17,354
4049,Bird,false,3342,2017-03-11 16:52:39.49656+00,4,17,367
4050,Mammal,false,3232,2017-03-11 16:52:43.353207+00,4,17,367
4051,Amphibian,false,2399,2017-03-11 16:52:46.441954+00,4,17,512
4052,Reptil,false,3915,2017-03-11 16:52:51.371264+00,2,17,354
4053,Bird,false,6414,2017-03-11 16:52:58.423457+00,4,17,512
4054,Bird,false,3482,2017-03-11 16:53:02.552851+00,3,17,140
4055,Amphibian,false,74442,2017-03-11 16:54:17.605114+00,3,17,239
4056,Bird,false,4284,2017-03-11 16:54:23.625581+00,2,17,208
4057,Amphibian,false,3712,2017-03-11 16:54:30.681063+00,4,17,573
4058,Amphibian,true,5296,2017-03-11 16:54:39.48542+00,3,17,157
4059,Amphibian,false,3402,2017-03-11 16:54:44.770832+00,3,17,259
4060,Reptil,false,12072,2017-03-11 16:55:00.636264+00,1,17,255
4061,Bird,false,8718,2017-03-11 16:55:12.107107+00,2,17,11
4062,Amphibian,false,47751,2017-03-11 16:56:00.756196+00,3,17,344
4063,Bird,true,6418,2017-03-11 16:57:10.805616+00,3,17,260
4064,Mammal,false,2464,2017-03-11 16:57:15.984601+00,3,17,260
4065,Mammal,true,3840,2017-03-11 16:57:22.279255+00,3,17,455
4066,Bird,true,4956,2017-03-11 16:57:30.063418+00,3,17,239
4067,Bird,true,3447,2017-03-11 16:57:36.422131+00,3,17,303
4068,Amphibian,false,3239,2017-03-11 16:57:41.898542+00,4,17,500
4069,Amphibian,false,5567,2017-03-11 16:57:49.791751+00,2,17,6
4070,Reptil,false,4351,2017-03-11 16:57:56.656206+00,4,17,367
4071,Bird,false,7570,2017-03-11 16:58:07.506861+00,4,17,236
4072,Amphibian,false,2522,2017-03-11 16:58:11.694736+00,1,17,353
4073,Amphibian,false,3615,2017-03-11 16:58:17.792718+00,2,17,207
4074,Mammal,false,3993,2017-03-11 16:58:23.416972+00,2,17,11
4075,Amphibian,false,2247,2017-03-11 16:58:27.517755+00,3,17,326
4076,Reptil,false,6060,2017-03-11 16:58:34.878014+00,3,17,260
4077,Amphibian,false,1762,2017-03-11 16:58:37.562418+00,4,17,460
4078,Amphibian,true,2069,2017-03-11 16:58:40.306393+00,3,17,521
4079,Amphibian,false,11451,2017-03-11 16:58:52.753805+00,2,17,551
4080,Bird,false,2127,2017-03-11 16:58:55.590452+00,4,17,161
4081,Amphibian,false,1074,2017-03-11 16:58:57.339358+00,2,17,457
4082,Mammal,false,2092,2017-03-11 16:59:00.865856+00,2,17,207
4083,Bird,true,2906,2017-03-11 16:59:04.721538+00,3,17,324
4084,Mammal,true,1490,2017-03-11 16:59:07.019124+00,4,17,161
4085,Amphibian,false,3700,2017-03-11 16:59:11.480089+00,3,17,479
4086,Amphibian,false,2718,2017-03-11 16:59:15.525948+00,3,17,277
4087,Bird,false,1735,2017-03-11 16:59:18.157025+00,3,17,505
4088,Reptil,false,3053,2017-03-11 16:59:21.924226+00,2,17,457
4089,Bird,false,24453,2017-03-11 16:59:48.173104+00,2,17,551
4090,Bird,false,1832,2017-03-11 16:59:53.894715+00,3,17,454
4091,Amphibian,false,5614,2017-03-11 17:00:01.55559+00,3,17,329
4092,Mammal,true,27022,2017-03-11 17:00:32.732298+00,2,17,101
4093,Amphibian,false,4945,2017-03-11 17:00:39.125109+00,3,17,349
4094,Bird,false,1602,2017-03-11 17:00:41.437513+00,3,17,479
4095,Bird,true,1652,2017-03-11 17:00:43.818042+00,4,17,352
4096,Amphibian,false,3060,2017-03-11 17:00:47.809718+00,2,17,133
4097,Mammal,false,2059,2017-03-11 17:00:50.575102+00,3,17,479
4098,Mammal,false,1851,2017-03-11 17:00:53.496933+00,3,17,157
4099,Amphibian,false,57786,2017-03-11 17:01:52.074899+00,4,17,517
4100,Mammal,true,14969,2017-03-11 17:02:09.19747+00,1,17,37
4101,Amphibian,false,11930,2017-03-11 17:02:25.908634+00,3,17,186
4102,Mammal,true,2060,2017-03-11 17:02:30.743928+00,3,17,186
4103,Amphibian,false,3413,2017-03-11 17:02:35.672181+00,2,17,231
4104,Mammal,false,2226,2017-03-11 17:02:39.718848+00,3,17,239
4105,Amphibian,false,1672,2017-03-11 17:02:42.713294+00,4,17,453
4106,Reptil,false,1991,2017-03-11 17:02:46.788131+00,2,17,101
4107,Mammal,true,4445,2017-03-11 17:02:56.265205+00,4,17,512
4108,Amphibian,false,1803,2017-03-11 17:02:59.542854+00,4,17,538
4109,Amphibian,false,5076,2017-03-11 17:03:05.480902+00,4,17,119
4113,Amphibian,false,4632,2017-03-11 17:03:33.970111+00,2,17,205
4119,Bird,false,1548,2017-03-11 17:04:04.602554+00,3,17,19
4120,Mammal,false,4479,2017-03-11 17:04:12.252764+00,3,17,324
4121,Bird,false,2802,2017-03-11 17:04:20.126734+00,4,17,517
4122,Mammal,true,31800,2017-03-11 17:04:55.566366+00,4,17,517
4123,Amphibian,false,3299,2017-03-11 17:04:59.755956+00,3,17,59
4124,Amphibian,false,2482,2017-03-11 17:05:03.694991+00,2,17,577
7603,Reptil,true,1725,2017-03-22 01:03:27.890026+00,4,14,248
7605,Mammal,true,4564,2017-03-22 01:03:47.420372+00,4,14,574
7606,Mammal,true,2213,2017-03-22 01:03:59.948853+00,3,14,570
7611,Bird,true,1559,2017-03-22 01:04:39.421861+00,3,14,207
7613,Reptil,false,1515,2017-03-22 01:04:47.75163+00,4,14,312
7617,Mammal,true,2965,2017-03-22 01:05:07.143646+00,2,14,454
7618,Reptil,false,1375,2017-03-22 01:05:24.832325+00,3,14,253
7619,Reptil,false,2150,2017-03-22 01:05:30.056547+00,3,14,223
7620,Bird,false,6177,2017-03-22 01:05:45.001534+00,1,14,403
7623,Reptil,false,8469,2017-03-22 01:06:09.170018+00,2,14,281
7624,Reptil,false,3485,2017-03-22 01:06:15.496697+00,3,14,106
7628,Reptil,false,3006,2017-03-22 01:06:43.209821+00,1,14,542
7629,Mammal,true,1500,2017-03-22 01:06:47.712441+00,2,14,244
7630,Reptil,false,1853,2017-03-22 01:06:52.558139+00,3,14,570
7631,Mammal,true,2117,2017-03-22 01:06:57.451469+00,4,14,200
7637,Reptil,false,8362,2017-03-22 01:07:46.143176+00,2,14,367
7639,Mammal,true,4874,2017-03-22 01:07:58.497579+00,1,14,0
7669,Reptil,false,1091,2017-03-22 11:46:25.557895+00,3,14,251
7672,Mammal,true,1772,2017-03-22 11:46:57.690323+00,3,14,522
7675,Amphibian,false,1859,2017-03-22 11:47:14.2703+00,3,14,71
7676,Amphibian,false,1800,2017-03-22 11:47:19.397929+00,2,14,156
7677,Reptil,false,2979,2017-03-22 11:47:30.289636+00,4,14,385
7679,Mammal,false,2938,2017-03-22 11:47:43.03247+00,1,14,7
7680,Reptil,false,1604,2017-03-22 11:47:52.447604+00,4,14,387
7681,Bird,false,1254,2017-03-22 11:47:56.404323+00,2,14,456
7682,Mammal,true,2539,2017-03-22 11:48:01.227916+00,2,14,140
7683,Reptil,false,2029,2017-03-22 11:48:05.745187+00,4,14,200
7685,Bird,false,1024,2017-03-22 11:48:14.212911+00,1,14,134
7688,Reptil,false,5391,2017-03-22 11:48:34.291047+00,3,14,446
7689,Amphibian,false,131640,2017-03-22 11:50:49.548555+00,1,14,523
7692,Reptil,false,1479,2017-03-22 11:51:13.657278+00,4,14,453
7693,Bird,true,1398,2017-03-22 11:51:17.580959+00,3,14,299
7696,Mammal,false,2652,2017-03-22 11:51:29.696073+00,4,14,500
7699,Reptil,false,1087,2017-03-22 11:51:42.759993+00,4,14,500
7702,Reptil,false,1830,2017-03-22 11:52:08.391188+00,2,14,264
7703,Reptil,false,1253,2017-03-22 11:52:11.951059+00,1,14,147
7704,Mammal,true,1431,2017-03-22 11:52:16.202532+00,1,14,308
7707,Mammal,true,1825,2017-03-22 11:52:30.297042+00,3,14,71
7710,Reptil,false,2468,2017-03-22 11:52:59.002547+00,3,14,343
7711,Amphibian,false,1187,2017-03-22 11:53:03.492491+00,1,14,346
7717,Mammal,false,12080,2017-03-22 11:53:54.826655+00,4,14,79
7722,Mammal,false,4860,2017-03-22 11:54:17.747521+00,4,14,119
7723,Bird,true,1910,2017-03-22 11:54:22.226867+00,1,14,154
7787,Reptil,false,5882,2017-03-23 13:32:07.93709+00,4,2,564
7792,Amphibian,false,2272,2017-03-23 15:55:43.365271+00,3,23,572
7793,Amphibian,false,10025,2017-03-23 15:55:53.862643+00,2,23,277
7795,Mammal,true,5200,2017-03-23 15:56:04.516675+00,3,23,425
7796,Amphibian,false,3379,2017-03-23 15:56:08.286078+00,4,23,219
7801,Amphibian,false,2674,2017-03-23 19:38:45.023207+00,4,4,561
7804,Amphibian,false,2008,2017-03-23 19:39:27.143786+00,4,4,124
7805,Bird,false,1879,2017-03-23 19:39:30.29534+00,4,4,157
7806,Bird,false,2214,2017-03-23 19:39:33.852329+00,4,4,124
7807,Bird,false,3445,2017-03-23 19:39:38.608552+00,3,4,50
7808,Mammal,true,2164,2017-03-23 19:39:42.134929+00,4,4,124
7809,Reptil,false,2731,2017-03-23 19:39:46.31594+00,1,4,115
7810,Bird,true,2210,2017-03-23 19:39:49.974845+00,3,4,235
7811,Amphibian,false,18478,2017-03-23 19:40:10.608044+00,1,4,329
7812,Mammal,true,4622,2017-03-23 19:40:16.829558+00,3,4,2
7814,Mammal,false,5082,2017-03-23 19:40:31.412018+00,3,4,137
7815,Bird,false,5849,2017-03-23 19:40:49.899495+00,4,4,0
7816,Bird,false,9018,2017-03-23 19:41:02.53996+00,2,4,206
7818,Amphibian,false,7173,2017-03-23 19:41:15.604572+00,2,4,20
7819,Reptil,false,1358,2017-03-23 19:41:18.975844+00,4,4,124
7821,Reptil,false,15126,2017-03-23 19:41:50.29069+00,2,4,367
7823,Amphibian,false,2304,2017-03-23 19:42:00.445748+00,4,4,403
7824,Bird,true,2330,2017-03-23 19:42:04.571596+00,1,4,500
7825,Bird,true,1999,2017-03-23 19:42:13.395798+00,4,4,409
7826,Amphibian,false,4142,2017-03-23 19:42:18.961446+00,4,4,248
7831,Bird,false,1663,2017-03-23 19:43:05.972758+00,3,4,498
7833,Mammal,true,9874,2017-03-23 19:43:20.804533+00,3,4,498
9712,Bird,false,1297,2017-03-25 20:22:06.656761+00,3,26,124
9713,Reptil,false,1995,2017-03-25 20:22:09.200205+00,1,10,263
9715,Amphibian,false,1424,2017-03-25 20:22:14.307635+00,3,26,147
9716,Mammal,false,3903,2017-03-25 20:22:15.189468+00,4,10,299
10728,Reptil,false,5133,2017-03-25 21:19:50.458645+00,1,26,235
10730,Amphibian,false,1043,2017-03-25 21:19:54.14745+00,2,16,346
10732,Mammal,false,6407,2017-03-25 21:19:55.891615+00,4,10,377
10735,Mammal,false,1416,2017-03-25 21:20:01.25908+00,1,16,11
10736,Amphibian,false,1309,2017-03-25 21:20:05.097137+00,4,16,526
10738,Amphibian,false,1244,2017-03-25 21:20:08.19613+00,4,16,263
10739,Amphibian,false,1133,2017-03-25 21:20:11.163648+00,4,16,269
10740,Mammal,true,4040,2017-03-25 21:20:13.137891+00,4,10,578
10742,Bird,true,11826,2017-03-25 21:20:15.607319+00,3,26,217
10745,Mammal,true,2234,2017-03-25 21:20:22.490941+00,4,16,183
10746,Bird,false,4541,2017-03-25 21:20:27.495952+00,3,10,68
10749,Reptil,false,1658,2017-03-25 21:20:38.7699+00,1,16,299
10752,Amphibian,false,1613,2017-03-25 21:20:53.020186+00,2,16,282
10754,Reptil,false,6881,2017-03-25 21:21:00.421722+00,4,26,475
10755,Mammal,false,2704,2017-03-25 21:21:06.743861+00,3,26,78
10757,Mammal,true,2167,2017-03-25 21:21:19.867072+00,4,26,53
10758,Amphibian,false,4536,2017-03-25 21:21:27.282882+00,2,26,33
10760,Amphibian,false,3165,2017-03-25 21:21:41.917362+00,4,26,310
10762,Bird,false,2955,2017-03-25 21:21:56.41912+00,3,26,225
4110,Amphibian,false,1991,2017-03-11 17:03:10.795865+00,3,17,376
4111,Bird,false,3026,2017-03-11 17:03:15.737335+00,3,17,349
4112,Amphibian,false,5952,2017-03-11 17:03:24.595152+00,4,17,348
4114,Bird,false,5689,2017-03-11 17:03:40.926976+00,4,17,538
4115,Reptil,false,1917,2017-03-11 17:03:44.107422+00,4,17,161
4116,Amphibian,false,7409,2017-03-11 17:03:53.291918+00,1,17,176
4117,Reptil,false,2013,2017-03-11 17:03:56.270648+00,2,17,6
4118,Reptil,false,1307,2017-03-11 17:03:58.520921+00,3,17,186
4125,Reptil,false,3416,2017-03-11 17:05:08.780041+00,1,17,513
4126,Amphibian,false,6623,2017-03-11 17:05:17.205479+00,2,17,2
4127,Mammal,false,2926,2017-03-11 17:05:21.532422+00,2,17,577
4128,Mammal,false,3144,2017-03-11 17:05:26.108655+00,2,17,425
4129,Mammal,true,1514,2017-03-11 17:05:29.705202+00,4,17,538
4130,Reptil,false,4160,2017-03-11 17:05:34.656866+00,1,17,321
4131,Amphibian,false,1875,2017-03-11 17:05:38.142826+00,3,17,371
4132,Bird,true,1677,2017-03-11 17:05:41.097971+00,4,17,500
4133,Reptil,false,1957,2017-03-11 17:05:44.374091+00,2,17,425
4134,Mammal,true,1740,2017-03-11 17:05:47.285919+00,3,17,505
4135,Amphibian,true,3215,2017-03-11 17:05:51.73929+00,4,17,503
4136,Bird,true,2184,2017-03-11 17:05:54.840777+00,4,17,348
4137,Bird,false,2185,2017-03-11 17:05:58.178713+00,3,17,556
4138,Bird,false,4034,2017-03-11 17:06:06.060659+00,4,17,119
4139,Mammal,false,3726,2017-03-11 17:06:12.555201+00,4,17,348
4140,Mammal,true,2283,2017-03-11 17:06:16.345408+00,3,17,376
4141,Mammal,false,58034,2017-03-11 17:07:15.640527+00,3,17,19
4142,Reptil,true,4414,2017-03-11 17:07:21.258058+00,3,17,349
4143,Amphibian,false,1461,2017-03-11 17:07:23.622583+00,4,17,10
4144,Amphibian,false,1636,2017-03-11 17:07:26.513951+00,3,17,366
4145,Bird,false,1718,2017-03-11 17:07:29.192812+00,2,17,429
4146,Reptil,false,1320,2017-03-11 17:07:31.532687+00,2,17,2
4147,Mammal,false,1784,2017-03-11 17:07:34.588798+00,2,17,133
4148,Bird,true,1343,2017-03-11 17:07:37.035734+00,3,17,329
4149,Reptil,false,1391,2017-03-11 17:07:39.316957+00,3,17,329
4150,Bird,false,1425,2017-03-11 17:07:41.916324+00,3,17,494
4151,Bird,true,1174,2017-03-11 17:07:44.47745+00,2,17,443
4152,Reptil,false,2630,2017-03-11 17:07:48.309062+00,2,17,429
4153,Amphibian,false,3184,2017-03-11 17:07:52.709805+00,4,17,248
4154,Mammal,false,3537,2017-03-11 17:08:06.129975+00,4,17,119
4155,Amphibian,false,2720,2017-03-11 17:08:09.894841+00,4,17,565
4156,Amphibian,true,2661,2017-03-11 17:08:13.882826+00,4,17,174
4157,Mammal,true,8012,2017-03-11 17:08:23.496799+00,4,17,200
4158,Bird,false,1986,2017-03-11 17:08:26.879483+00,3,17,371
4159,Mammal,true,3226,2017-03-11 17:08:31.819907+00,1,17,139
4160,Bird,false,1806,2017-03-11 17:08:34.718485+00,4,17,503
4161,Bird,false,4842,2017-03-11 17:08:40.554434+00,4,17,174
4162,Amphibian,false,3873,2017-03-11 17:08:45.489108+00,4,17,206
4163,Mammal,true,1366,2017-03-11 17:08:47.84247+00,2,17,208
4164,Amphibian,false,2128,2017-03-11 17:08:50.915722+00,4,17,359
4165,Mammal,true,1680,2017-03-11 17:08:53.656567+00,3,17,454
4166,Reptil,false,3133,2017-03-11 17:08:57.929197+00,3,17,157
4167,Mammal,true,1221,2017-03-11 17:09:00.41103+00,3,17,371
4168,Reptil,false,1640,2017-03-11 17:09:03.349879+00,1,17,332
4169,Reptil,false,2822,2017-03-11 17:09:07.24696+00,4,17,200
4170,Bird,false,1885,2017-03-11 17:09:10.1493+00,4,17,248
4171,Mammal,false,50339,2017-03-11 17:10:01.875458+00,4,17,248
4172,Amphibian,false,1675,2017-03-11 17:10:05.195731+00,2,17,346
4173,Amphibian,false,1681,2017-03-11 17:10:07.99303+00,4,17,378
4174,Bird,false,2253,2017-03-11 17:10:11.249827+00,4,17,359
4175,Reptil,true,14250,2017-03-11 17:10:26.796724+00,4,17,248
